timestamp,open,high,low,close,volume
2024-11-27,6.137,6.508,6.112,6.372,10296457.2
2024-11-28,6.372,6.617,6.234,6.436,10785808.31
2024-11-29,6.436,6.54,6.321,6.45,5199237.67
2024-11-30,6.449,6.997,6.424,6.821,9411595.27
2024-12-01,6.822,6.977,6.659,6.836,6087332.5
2024-12-02,6.837,6.893,6.354,6.568,11106357.42
2024-12-03,6.568,6.823,6.315,6.773,12375768.61
2024-12-04,6.774,7.2,6.774,6.896,15644264.24
2024-12-05,6.896,7.033,6.591,6.793,12647454.82
2024-12-06,6.793,6.953,6.621,6.798,9021772.3
2024-12-07,6.798,6.931,6.748,6.796,5359291.02
2024-12-08,6.798,6.847,6.646,6.78,4310467.87
2024-12-09,6.78,6.815,5.3,5.778,17089715.89
2024-12-10,5.778,5.972,5.496,5.938,14661689.14
2024-12-11,5.938,6.356,5.763,6.342,7557257.81
2024-12-12,6.344,6.519,6.259,6.343,7138803.15
2024-12-13,6.343,6.454,6.217,6.33,4609562.42
2024-12-14,6.332,6.399,6.072,6.25,4072927.25
2024-12-15,6.249,6.431,6.102,6.391,3490867.03
2024-12-16,6.392,6.467,5.918,6.059,11764107.85
2024-12-17,6.06,6.147,5.761,5.822,7192675.96
2024-12-18,5.821,5.862,5.2,5.438,13214790.34
2024-12-19,5.439,5.493,5.075,5.2,16777441.8
2024-12-20,5.201,5.471,4.775,5.45,19800819.16
2024-12-21,5.451,5.669,5.208,5.311,6396205.39
2024-12-22,5.311,5.502,5.195,5.381,4427804.87
2024-12-23,5.382,5.64,5.293,5.597,4797816.88
2024-12-24,5.598,5.832,5.511,5.797,4030717.34
2024-12-25,5.797,6.104,5.797,5.948,5328840.06
2024-12-26,5.948,6.006,5.658,5.733,3854668.63
2024-12-27,5.733,5.873,5.643,5.734,4244154.77
2024-12-28,5.736,5.887,5.623,5.813,3263033.02
2024-12-29,5.813,5.848,5.573,5.634,2410657.51
2024-12-30,5.635,5.717,5.462,5.581,3681125.22
2024-12-31,5.581,5.646,5.474,5.509,2728464.79
2025-01-01,5.507,5.556,5.402,5.516,1875725.28
2025-01-02,5.517,5.706,5.502,5.648,2685092.68
2025-01-03,5.649,5.838,5.594,5.801,3558462.76
2025-01-04,5.802,5.823,5.684,5.725,2676687.51
2025-01-05,5.725,5.749,5.631,5.724,1983866.3
2025-01-06,5.724,5.804,5.64,5.708,3767020.13
2025-01-07,5.708,5.761,5.303,5.316,5225268.6
2025-01-08,5.316,5.36,5.1,5.309,6518374.34
2025-01-09,5.308,5.349,5.094,5.2,4401224.36
2025-01-10,5.2,5.389,5.128,5.381,3345154.21
2025-01-11,5.382,5.477,5.329,5.4,2552712.44
2025-01-12,5.4,5.437,5.254,5.307,3076027.2
2025-01-13,5.309,5.37,4.997,5.298,8007829.71
2025-01-14,5.298,5.44,5.215,5.362,4229367.36
2025-01-15,5.362,5.524,5.303,5.516,5788906.86
2025-01-16,5.515,5.58,5.42,5.475,6065728.46
2025-01-17,5.476,5.633,5.471,5.585,5012769.68
2025-01-18,5.585,5.659,5.17,5.29,7197817.73
2025-01-19,5.29,5.36,4.781,4.864,13427414.22
2025-01-20,4.865,5.3,4.72,5.03,15803000.93
2025-01-21,5.031,5.268,4.922,5.205,8446182.25
2025-01-22,5.204,5.363,5.16,5.295,5464489.86
2025-01-23,5.295,5.321,5.037,5.125,6640343.57
2025-01-24,5.125,5.183,5.019,5.069,3833291.05
2025-01-25,5.068,5.11,5.014,5.079,2228292.67
2025-01-26,5.079,5.115,4.927,4.93,2110003.59
2025-01-27,4.929,5.021,4.67,5.01,8634017.31
2025-01-28,5.011,5.034,4.751,4.784,3201093.83
2025-01-29,4.784,4.903,4.758,4.825,3805048.42
2025-01-30,4.823,4.938,4.783,4.822,5950401.11
2025-01-31,4.823,4.947,4.782,4.827,5448344.47
2025-02-01,4.829,4.914,4.558,4.605,5028404.7
2025-02-02,4.604,4.684,3.914,4.061,12745167.38
2025-02-03,4.062,4.853,2.978,4.075,34959755.98
2025-02-04,4.075,4.115,3.636,3.786,12141364.26
2025-02-05,3.787,3.901,3.749,3.781,4288527.07
2025-02-06,3.781,3.914,3.695,3.741,4612869.98
2025-02-07,3.741,3.863,3.626,3.716,5696469.7
2025-02-08,3.715,3.811,3.664,3.738,2795039.27
2025-02-09,3.739,3.953,3.698,3.811,4561736.54
2025-02-10,3.812,3.856,3.74,3.818,3518259.94
2025-02-11,3.818,3.904,3.69,3.746,4820880.58
2025-02-12,3.746,3.832,3.6,3.832,5158297.93
2025-02-13,3.833,3.882,3.645,3.712,6064056.71
2025-02-14,3.712,3.892,3.698,3.846,4053157.98
2025-02-15,3.847,3.876,3.728,3.793,2900215.45
2025-02-16,3.792,3.847,3.743,3.779,3241949.14
2025-02-17,3.778,3.857,3.724,3.763,4149688.81
2025-02-18,3.762,3.764,3.56,3.675,4614326.23
2025-02-19,3.675,3.693,3.5,3.547,5228245.57
2025-02-20,3.546,3.64,3.527,3.602,4822282.48
2025-02-21,3.602,3.717,3.522,3.565,5711787.7
2025-02-22,3.566,3.759,3.543,3.741,2616836.51
2025-02-23,3.742,3.815,3.732,3.767,2347036.37
2025-02-24,3.768,3.799,3.383,3.412,5500446.22
2025-02-25,3.411,3.594,3.321,3.549,7798706.11
2025-02-26,3.549,3.625,3.38,3.501,6181907.29
2025-02-27,3.5,3.519,3.33,3.421,3870325.53
2025-02-28,3.421,3.45,3.12,3.328,10268587.88
2025-03-01,3.329,3.362,3.213,3.322,3280046.14
2025-03-02,3.323,3.583,3.283,3.507,5764635.21
2025-03-03,3.508,3.514,2.999,3.063,9415728.9
2025-03-04,3.063,3.217,2.8,3.121,11886913.12
2025-03-05,3.12,3.16,2.876,3.033,10058819.36
2025-03-06,3.032,3.113,3.0,3.037,5537184.68
2025-03-07,3.038,3.1,2.885,2.99,6051523.09
2025-03-08,2.99,3.004,2.939,2.954,2051050.01
2025-03-09,2.955,2.966,2.606,2.648,6409700.22
2025-03-10,2.65,2.805,2.457,2.523,9748436.86
2025-03-11,2.523,2.739,2.354,2.641,10982272.15
2025-03-12,2.642,2.789,2.59,2.749,5629756.05
2025-03-13,2.749,2.797,2.681,2.766,4123259.37
2025-03-14,2.766,2.95,2.761,2.924,7030956.81
2025-03-15,2.924,3.638,2.904,3.584,31359297.55
2025-03-16,3.584,3.594,3.328,3.44,15960973.88
2025-03-17,3.441,3.665,3.386,3.453,11455353.28
2025-03-18,3.453,3.671,3.403,3.565,12957301.25
2025-03-19,3.565,3.799,3.527,3.657,11953665.22
2025-03-20,3.657,3.913,3.582,3.702,10736458.26
2025-03-21,3.702,3.796,3.51,3.587,8532442.1
2025-03-22,3.586,3.697,3.575,3.667,3412885.19
2025-03-23,3.668,3.727,3.627,3.683,3534145.97
2025-03-24,3.683,3.764,3.623,3.664,4891842.81
2025-03-25,3.663,3.698,3.553,3.597,3371892.19
2025-03-26,3.598,3.708,3.527,3.677,4668653.34
2025-03-27,3.678,4.091,3.677,4.049,14088665.27
2025-03-28,4.05,4.075,3.79,3.795,14542567.91
2025-03-29,3.795,3.85,3.65,3.699,6232832.3
2025-03-30,3.699,3.993,3.64,3.894,11794571.57
2025-03-31,3.894,4.167,3.835,4.109,14131165.31
2025-04-01,4.109,4.211,3.992,4.059,12670836.71
2025-04-02,4.06,4.098,3.803,3.837,8205577.27
2025-04-03,3.837,3.885,3.541,3.594,7897095.65
2025-04-04,3.593,3.602,3.336,3.416,9564183.89
2025-04-05,3.416,3.42,3.214,3.258,4390924.2
2025-04-06,3.259,3.338,2.853,2.917,9132646.69
2025-04-07,2.917,3.186,2.844,3.104,18811042.51
2025-04-08,3.105,3.181,2.91,2.987,4636077.38
2025-04-09,2.988,3.244,2.896,3.157,9762805.02
2025-04-10,3.157,3.163,2.865,2.88,6440722.89
